filename,entropy_0,contrast_0,homogeneity_0,entropy_1,contrast_1,homogeneity_1,entropy_2,contrast_2,homogeneity_2,entropy_3,contrast_3,homogeneity_3,entropy_4,contrast_4,homogeneity_4,entropy_5,contrast_5,homogeneity_5,label
11469.png,0.992350015304561,0.7970862081483041,3.922438909716835,1.6029207739110336,0.7596681317466132,4.085265285533456,4.976649227136253,0.6805698073524565,4.433967318136224,10.199961803983701,0.6120889790865635,4.713298328241602,19.112267754943158,0.517529390221485,4.967225651465658,23.120701394194036,0.4403775195594798,5.067985725343743,2
11470.png,0.3769008264462811,0.8372141333023686,4.415686327989195,0.5290078662318922,0.7957923317480041,4.6088673574495935,1.263964369774507,0.6722085587106778,5.125997751997149,2.3996696075343955,0.5788752334140597,5.47219876918709,4.666600958272463,0.47770090369760937,5.7740957320909025,10.493930437877628,0.3453841192243641,6.0470019617805555,2
11471.png,0.4775739720436689,0.8176910342743677,4.572065016604608,0.6946390101801359,0.7729598647688284,4.7804019953668515,1.674014562741347,0.6619544445396228,5.263106957932829,2.7132405967681623,0.5811469130598534,5.554685209158716,4.546090651132312,0.4748648635729679,5.87366608142861,10.265695453801357,0.3132626386526257,6.146510381876867,2
7715.png,0.7880685644322007,0.7396201661816634,5.434805290884155,1.2729605970028046,0.6740460247475967,5.7263938560325105,3.460117396464378,0.535056471556431,6.325403205244709,6.584442338162062,0.45342159115100256,6.673853380034228,11.896865125705624,0.3679787273571606,6.939298199620181,26.620216371672644,0.23692666882641655,7.164889620897088,2
7716.png,1.0311973268033878,0.7047972507803169,5.716821118990826,1.7485818866879477,0.6325351949416365,6.0471719637720085,5.660161771641513,0.4718541485036052,6.764398038261591,12.5160563751058,0.3748231889319229,7.160665146779354,23.953985979854636,0.2797202423836854,7.411203451604093,28.482471817239297,0.22766040615043842,7.546899278696172,2
7717.png,1.1324954086317724,0.7006906169005102,5.672556459415416,1.9101059528494595,0.6300251768507604,5.990132138065318,6.030745510172,0.47659967853236596,6.669264892264385,13.897946075343949,0.36121464079456755,7.120663514614647,29.67411162536596,0.2506901192293613,7.432112348736521,44.12939299480124,0.18304149385145324,7.4123644693856905,2
7726.png,0.6275545862667076,0.7726396501926804,5.327048459053628,1.0160064518614305,0.7091536741075446,5.625212877906316,3.1729073476857277,0.5399383015631953,6.3497553801629545,6.9637795726966765,0.4248779520361051,6.785583720588821,14.338358308384585,0.29660275362388105,7.089235566820845,27.511462210917422,0.19190190437119836,7.181334711568197,2
7792.png,1.1570638200183654,0.7176976744984769,5.694498711351322,1.9790324862727458,0.6475695670454257,6.0147585682878635,6.365717475732455,0.48408047916000835,6.718445393371562,12.532878491152793,0.37605974265637815,7.12590787781319,22.568573915931736,0.2756727765995192,7.425509075069074,41.593783261238364,0.17150872221728028,7.505137024605773,2
7825.png,1.3347467095194374,0.6712435787288732,5.9322198430695146,2.308790978742277,0.5926915642859811,6.287681969652526,7.803793904661314,0.40968812282094097,7.0863794056882305,16.34393509998623,0.28954599235812134,7.505428867775006,26.321656863761795,0.21419028777434673,7.649135432497355,28.267158408818073,0.19994222658060629,7.630956661299471,2
7826.png,1.0098331802877256,0.7736301865496373,4.97423789337832,1.693352557735674,0.7172782269948182,5.2458492137544015,5.726210692554998,0.5724593104665104,5.919132870416359,12.591744198634036,0.4628080048938868,6.351621110361419,22.481192486368354,0.3642509618068372,6.6714820520563025,35.69558928943477,0.2621076346393721,6.960820451897746,2
